29_0000000000.png, ['253', '814', '280', '848'], 0.2695082724094391
31_0000000027.png, ['328', '539', '369', '556'], 0.3176077604293823
25_0000000028.png, ['317', '942', '363', '993'], 0.3741748034954071
31_0000000028.png, ['402', '534', '504', '630'], 0.29814207553863525
32_0000000029.png, ['125', '116', '597', '1186'], 0.3071911036968231
24_0000000029.png, ['418', '1010', '452', '1035'], 0.35327959060668945
29_0000000030.png, ['343', '542', '365', '559'], 0.28659945726394653
23_0000000031.png, ['302', '778', '347', '836'], 0.4428759515285492
24_0000000031.png, ['217', '422', '238', '441'], 0.4328731298446655
31_0000000032.png, ['295', '871', '351', '927'], 0.26311928033828735
25_0000000033.png, ['218', '422', '238', '441'], 0.3788655698299408
30_0000000034.png, ['294', '871', '333', '925'], 0.29064226150512695
31_0000000034.png, ['422', '1009', '456', '1036'], 0.2661803960800171
29_0000000035.png, ['318', '943', '363', '994'], 0.3342059254646301
24_0000000037.png, ['217', '422', '238', '440'], 0.394519180059433
24_0000000041.png, ['318', '501', '351', '517'], 0.33038660883903503
21_0000000044.png, ['600', '1246', '713', '1280'], 0.4323272705078125
28_0000000044.png, ['309', '504', '344', '519'], 0.26787999272346497
19_0000000046.png, ['389', '526', '435', '551'], 0.46237000823020935
24_0000000048.png, ['699', '373', '720', '537'], 0.39052292704582214
26_0000000048.png, ['385', '528', '434', '552'], 0.3132716715335846
22_0000000049.png, ['296', '496', '332', '515'], 0.40037035942077637
23_0000000052.png, ['318', '875', '358', '927'], 0.4474955201148987
28_0000000052.png, ['443', '998', '482', '1029'], 0.32393717765808105
22_0000000054.png, ['316', '874', '359', '927'], 0.42271894216537476
28_0000000054.png, ['373', '537', '421', '562'], 0.2593918442726135
21_0000000055.png, ['298', '509', '331', '530'], 0.48237428069114685
27_0000000055.png, ['445', '999', '486', '1027'], 0.26276424527168274
28_0000000055.png, ['315', '1004', '341', '1021'], 0.2523322105407715
31_0000000057.png, ['448', '998', '486', '1024'], 0.27993470430374146
27_0000000057.png, ['368', '540', '417', '565'], 0.3642435073852539
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
25_0000000001.png, ['294', '871', '332', '921'], 0.3936729431152344
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
19_0000000000.png, ['339', '975', '384', '1025'], 0.48384734988212585
